fips,year,ma_total_from_plans,sumsq_enroll,hhi,ma_enrollment,eligibles,ma_share,plan_count,ffs_cost
08043,2014,2979.0,1802063.0,0.2030621421676024,3007.0,10532.0,0.2855108241549563,402,
08045,2014,640.0,97770.0,0.2386962890625,707.0,6412.0,0.1102620087336244,362,
08047,2014,210.0,9504.0,0.2155102040816326,266.0,741.0,0.358974358974359,376,
08049,2014,143.0,3839.0,0.1877353415814954,225.0,1951.0,0.115325474115838,367,
08051,2014,29.0,421.0,0.5005945303210464,103.0,1860.0,0.0553763440860215,359,
08053,2014,0.0,0.0,,17.0,203.0,0.083743842364532,357,
08055,2014,266.0,11430.0,0.1615410707219175,350.0,2048.0,0.1708984375,367,
08057,2014,0.0,0.0,,,299.0,,357,
08059,2014,48070.0,341611192.0,0.1478372401664949,47256.0,88332.0,0.5349816601005298,444,
08061,2014,0.0,0.0,,,316.0,,357,
08063,2014,27.0,377.0,0.5171467764060357,51.0,1427.0,0.035739313244569,358,
08065,2014,12.0,144.0,1.0,67.0,814.0,0.0823095823095823,359,
08067,2014,825.0,99737.0,0.1465373737373737,845.0,8083.0,0.1045403934182852,361,
08069,2014,13258.0,26447450.0,0.1504623274161556,13003.0,48025.0,0.2707548152004164,429,
08071,2014,459.0,69311.0,0.3289855278833877,588.0,3503.0,0.1678561233228661,365,
08073,2014,12.0,144.0,1.0,50.0,956.0,0.0523012552301255,358,
08075,2014,363.0,42941.0,0.3258808976314611,425.0,3773.0,0.112642459581235,368,
08077,2014,10085.0,14144293.0,0.139068714144939,10309.0,27616.0,0.3732980880648899,384,
08079,2014,0.0,0.0,,25.0,211.0,0.1184834123222748,362,
08081,2014,74.0,1508.0,0.2753834915997078,118.0,1884.0,0.0626326963906581,360,
08083,2014,548.0,54532.0,0.1815893228195428,581.0,5314.0,0.1093338351524275,358,
08085,2014,2029.0,467289.0,0.1135066911741308,2082.0,9182.0,0.2267479851884121,370,
08087,2014,322.0,19288.0,0.1860267736584236,381.0,4516.0,0.0843666961913197,370,
08089,2014,566.0,78560.0,0.2452271847569578,667.0,4271.0,0.1561695153359868,369,
08091,2014,110.0,3054.0,0.252396694214876,156.0,1051.0,0.148430066603235,357,
08093,2014,613.0,40159.0,0.106871508825901,701.0,2618.0,0.2677616501145913,381,
08095,2014,0.0,0.0,,16.0,883.0,0.0181200453001132,357,
08097,2014,43.0,1105.0,0.5976203353163873,100.0,2367.0,0.042247570764681,358,
08099,2014,26.0,340.0,0.5029585798816568,60.0,2225.0,0.0269662921348314,360,
08101,2014,11049.0,22672621.0,0.1857187625063584,10875.0,32836.0,0.331191375319771,409,
08103,2014,107.0,6089.0,0.5318368416455586,158.0,970.0,0.1628865979381443,358,
08105,2014,672.0,97192.0,0.2152246315192743,658.0,2721.0,0.2418228592429254,363,
08107,2014,162.0,4616.0,0.1758878219783569,215.0,2829.0,0.0759985860728172,358,
08109,2014,167.0,5171.0,0.1854136039298648,172.0,999.0,0.1721721721721721,364,
08111,2014,0.0,0.0,,,120.0,,357,
08113,2014,37.0,745.0,0.5441928414901388,75.0,718.0,0.1044568245125348,357,
08115,2014,0.0,0.0,,24.0,614.0,0.0390879478827361,358,
08117,2014,182.0,5540.0,0.1672503320854969,252.0,2648.0,0.0951661631419939,366,
08119,2014,1484.0,609514.0,0.2767680051728772,1496.0,4670.0,0.3203426124197002,388,
08121,2014,0.0,0.0,,18.0,906.0,0.0198675496688741,358,
08123,2014,10339.333333333332,13375043.777777778,0.1251152183963984,9925.0,33617.0,0.2952375286313472,427,
08125,2014,14.0,196.0,1.0,38.0,1820.0,0.0208791208791208,360,
09001,2014,30898.0,105308884.0,0.1103073046382254,30506.0,143061.0,0.2132377097881323,433,
09003,2014,44935.0,247993993.0,0.1228207285651991,43233.0,158455.0,0.272840869647534,435,
09005,2014,7353.0,8520709.0,0.15759651210972,6984.0,37249.0,0.1874949663078203,392,
09007,2014,7528.0,17912332.0,0.316077010686847,7253.0,31397.0,0.2310093321017931,390,
09009,2014,41385.0,217181269.0,0.1268050201310843,40437.0,150491.0,0.2687004538477384,426,
09011,2014,8621.0,15761439.0,0.2120706538220812,8373.0,49213.0,0.1701379716741511,402,
09013,2014,6131.0,7522489.0,0.2001238867768291,5824.0,23211.0,0.2509155141958554,391,
09015,2014,4501.0,4438193.0,0.2190726482515105,4395.0,20457.0,0.2148408857603754,393,
