fips,year,plan_count
48439,2016,163
48441,2016,21
48443,2016,9
48445,2016,13
48447,2016,7
48449,2016,18
48451,2016,37
48453,2016,115
48455,2016,18
48457,2016,15
48459,2016,24
48461,2016,7
48463,2016,14
48465,2016,14
48467,2016,40
48469,2016,22
48471,2016,24
48473,2016,39
48475,2016,12
48477,2016,30
48479,2016,35
48481,2016,19
48483,2016,7
48485,2016,20
48487,2016,8
48489,2016,22
48491,2016,112
48493,2016,29
48495,2016,10
48497,2016,26
48499,2016,39
48501,2016,8
48503,2016,8
48505,2016,9
48507,2016,12
49001,2016,2
49003,2016,15
49005,2016,16
49007,2016,4
49009,2016,4
49011,2016,39
49013,2016,6
49015,2016,2
49017,2016,2
49019,2016,1
49021,2016,13
49023,2016,2
49025,2016,3
49027,2016,3
49029,2016,9
49031,2016,1
49033,2016,4
49035,2016,79
49037,2016,2
49039,2016,4
49041,2016,3
49043,2016,12
49045,2016,16
49047,2016,10
49049,2016,43
49051,2016,11
49053,2016,42
49055,2016,2
49057,2016,34
50001,2016,7
50003,2016,8
50005,2016,7
50007,2016,13
50009,2016,3
50011,2016,5
50013,2016,4
50015,2016,6
50017,2016,4
50019,2016,2
50021,2016,12
50023,2016,9
50025,2016,9
50027,2016,13
51001,2016,8
51003,2016,19
51005,2016,11
51007,2016,11
51009,2016,12
51011,2016,13
51013,2016,32
51015,2016,15
51017,2016,7
51019,2016,31
51021,2016,8
51023,2016,20
51025,2016,13
51027,2016,13
51029,2016,11
51031,2016,14
51033,2016,16
51035,2016,13
51036,2016,9
51037,2016,9
51041,2016,59
51043,2016,6
51045,2016,11
51047,2016,17
51049,2016,10
51051,2016,17
51053,2016,17
51057,2016,12
51059,2016,90
51061,2016,24
51063,2016,13
51065,2016,15
51067,2016,20
51069,2016,13
51071,2016,10
51073,2016,21
51075,2016,22
51077,2016,13
51079,2016,10
51081,2016,11
51083,2016,16
51085,2016,39
51087,2016,58
51089,2016,24
51091,2016,7
51093,2016,18
51095,2016,17
51097,2016,11
51099,2016,9
51101,2016,10
51103,2016,8
51105,2016,15
51107,2016,49
51109,2016,19
51111,2016,10
51113,2016,7
51115,2016,10
51117,2016,14
51119,2016,10
51121,2016,18
51125,2016,12
51127,2016,14
51131,2016,10
51133,2016,9
51135,2016,13
51137,2016,18
51139,2016,6
51141,2016,11
51143,2016,19
51145,2016,18
51147,2016,15
51149,2016,10
51153,2016,60
51155,2016,17
51157,2016,4
51159,2016,9
51161,2016,27
51163,2016,13
51165,2016,20
51167,2016,16
51169,2016,14
51171,2016,14
51173,2016,15
51175,2016,10
51177,2016,35
51179,2016,26
51181,2016,9
51183,2016,9
51185,2016,15
51187,2016,8
51191,2016,22
51193,2016,8
51195,2016,18
51197,2016,20
51199,2016,23
51510,2016,34
51515,2016,12
51520,2016,14
51530,2016,6
51540,2016,9
51550,2016,39
51560,2016,2
51570,2016,17
51580,2016,6
51590,2016,18
51595,2016,10
51600,2016,24
51610,2016,25
51620,2016,10
51630,2016,14
51640,2016,7
51650,2016,38
51660,2016,13
51670,2016,16
51678,2016,5
51680,2016,14
51683,2016,27
51685,2016,23
51690,2016,18
51700,2016,41
51710,2016,39
51720,2016,11
51730,2016,21
51735,2016,13
51740,2016,27
51750,2016,13
51760,2016,50
51770,2016,33
51775,2016,17
51780,2016,2
51790,2016,9
51800,2016,27
51810,2016,57
51820,2016,12
51830,2016,11
51840,2016,10
53001,2016,5
53003,2016,5
53005,2016,22
53007,2016,17
53009,2016,13
53011,2016,85
53013,2016,2
53015,2016,29
53017,2016,8
53021,2016,5
53023,2016,1
53025,2016,12
53027,2016,14
53029,2016,23
53031,2016,10
53033,2016,146
53035,2016,42
53037,2016,12
53039,2016,8
53041,2016,35
53043,2016,1
53045,2016,12
53047,2016,7
53049,2016,6
53051,2016,2
53053,2016,91
53055,2016,10
53057,2016,19
53059,2016,5
53061,2016,86
53063,2016,71
53065,2016,11
53067,2016,66
53069,2016,6
53071,2016,7
53073,2016,40
53075,2016,4
53077,2016,33
54001,2016,18
54003,2016,30
54005,2016,14
54007,2016,17
54009,2016,17
54011,2016,29
54013,2016,13
54015,2016,19
54017,2016,16
54019,2016,15
54021,2016,14
54023,2016,13
54025,2016,19
54027,2016,13
54029,2016,22
54031,2016,18
54033,2016,26
54035,2016,22
54037,2016,21
54039,2016,37
54041,2016,21
54043,2016,11
54045,2016,19
54047,2016,15
54049,2016,17
54051,2016,16
54053,2016,21
54055,2016,28
54057,2016,9
54059,2016,16
54061,2016,19
54063,2016,14
54065,2016,12
54067,2016,18
54069,2016,25
54071,2016,11
54073,2016,11
54075,2016,12
54077,2016,14
54079,2016,21
54081,2016,26
54083,2016,14
54085,2016,15
54087,2016,18
54089,2016,15
54091,2016,17
54093,2016,15
54095,2016,16
54097,2016,20
54099,2016,21
54101,2016,15
54103,2016,20
54105,2016,12
54107,2016,26
54109,2016,15
55001,2016,17
55003,2016,17
55005,2016,28
55007,2016,20
55009,2016,44
55011,2016,10
55013,2016,26
55015,2016,32
55017,2016,24
55019,2016,12
55021,2016,26
55023,2016,14
55025,2016,72
55027,2016,39
55029,2016,18
55031,2016,24
55033,2016,28
55035,2016,23
55037,2016,8
55039,2016,33
55041,2016,13
55043,2016,14
55045,2016,16
55047,2016,27
55049,2016,18
55051,2016,11
55053,2016,15
55055,2016,37
55057,2016,16
55059,2016,32
55061,2016,25
55063,2016,23
55065,2016,11
55067,2016,23
55069,2016,17
55071,2016,32
55073,2016,29
55075,2016,25
55077,2016,22
55078,2016,15
55079,2016,83
55081,2016,16
55083,2016,31
55085,2016,17
55087,2016,46
55089,2016,35
55091,2016,12
55093,2016,24
55095,2016,26
55097,2016,26
55099,2016,10
55101,2016,41
55103,2016,16
55105,2016,37
55107,2016,13
55109,2016,27
55111,2016,32
55113,2016,20
55115,2016,35
55117,2016,38
55119,2016,14
55121,2016,16
55123,2016,16
55125,2016,18
55127,2016,19
55129,2016,27
55131,2016,39
55133,2016,59
55135,2016,39
55137,2016,29
55139,2016,41
55141,2016,22
56001,2016,4
56003,2016,2
56005,2016,4
56007,2016,2
56009,2016,1
56011,2016,2
56013,2016,5
56015,2016,1
56017,2016,2
56021,2016,15
56023,2016,5
56025,2016,10
56027,2016,1
56029,2016,3
56031,2016,3
56033,2016,5
56035,2016,1
56037,2016,6
56039,2016,5
56041,2016,4
56045,2016,7
60050,2016,2
66010,2016,2
72001,2016,38
72003,2016,39
72005,2016,40
72007,2016,38
72009,2016,39
72011,2016,39
72013,2016,38
72015,2016,39
72017,2016,38
72019,2016,38
72021,2016,46
72023,2016,40
72025,2016,44
72027,2016,39
72029,2016,44
72031,2016,46
72033,2016,43
72035,2016,38
72037,2016,42
72039,2016,38
72041,2016,39
72043,2016,38
72045,2016,38
72047,2016,38
72049,2016,44
72051,2016,39
72053,2016,43
72054,2016,38
72055,2016,41
72057,2016,40
72059,2016,39
72061,2016,44
72063,2016,38
72065,2016,39
72067,2016,38
72069,2016,38
72071,2016,39
72073,2016,38
72075,2016,40
72077,2016,38
72079,2016,38
72081,2016,40
72083,2016,38
72085,2016,39
72087,2016,43
72089,2016,43
72091,2016,38
72093,2016,38
72095,2016,38
72097,2016,40
72099,2016,38
72101,2016,38
72103,2016,40
72105,2016,38
72107,2016,38
72109,2016,38
72111,2016,38
72113,2016,40
72115,2016,38
72117,2016,38
72119,2016,44
72121,2016,39
72123,2016,38
72125,2016,39
72127,2016,48
72129,2016,38
72131,2016,39
72133,2016,39
72135,2016,39
72137,2016,44
72139,2016,43
72141,2016,39
72143,2016,39
72145,2016,38
72147,2016,43
72149,2016,38
72151,2016,38
72153,2016,38
78010,2016,2
78020,2016,4
01001,2017,27
01003,2017,60
01005,2017,12
01007,2017,19
01009,2017,26
01011,2017,11
01013,2017,10
01015,2017,15
01017,2017,12
01019,2017,21
01021,2017,22
01023,2017,6
01025,2017,10
01027,2017,10
01029,2017,8
01031,2017,17
01033,2017,16
01035,2017,7
01037,2017,11
01039,2017,14
01041,2017,9
01043,2017,28
01045,2017,16
01047,2017,18
01049,2017,21
01051,2017,25
01053,2017,15
01055,2017,27
01057,2017,16
01059,2017,10
01061,2017,13
01063,2017,7
01065,2017,10
01067,2017,8
01069,2017,25
01071,2017,23
01073,2017,64
01075,2017,4
01077,2017,21
01079,2017,15
01081,2017,29
01083,2017,23
01085,2017,16
01087,2017,17
01089,2017,62
01091,2017,8
01093,2017,14
01095,2017,24
01097,2017,59
01099,2017,11
01101,2017,39
01103,2017,25
01105,2017,7
01107,2017,9
01109,2017,15
01111,2017,11
01113,2017,17
01115,2017,27
01117,2017,48
01119,2017,6
01121,2017,25
01123,2017,16
01125,2017,31
01127,2017,26
01129,2017,7
01131,2017,8
01133,2017,11
02020,2017,21
02050,2017,1
02068,2017,1
02090,2017,10
02100,2017,1
02110,2017,3
02122,2017,10
02130,2017,4
02170,2017,8
02180,2017,1
02185,2017,1
02220,2017,1
02261,2017,3
04001,2017,25
04003,2017,55
04005,2017,33
04007,2017,33
04009,2017,22
04011,2017,11
04012,2017,24
04013,2017,334
04015,2017,98
04017,2017,40
04019,2017,194
04021,2017,140
04023,2017,27
04025,2017,110
04027,2017,59
05001,2017,16
05003,2017,13
05005,2017,36
05007,2017,62
05009,2017,18
05011,2017,12
05013,2017,11
05015,2017,38
05017,2017,17
05019,2017,19
05021,2017,16
05023,2017,24
05025,2017,14
05027,2017,10
05029,2017,22
05031,2017,36
05033,2017,27
05035,2017,33
05037,2017,22
05039,2017,19
05041,2017,13
05043,2017,6
05045,2017,28
05047,2017,21
05049,2017,24
05051,2017,45
05053,2017,16
05055,2017,25
05057,2017,10
05059,2017,20
05061,2017,12
05063,2017,19
05065,2017,23
05067,2017,16
05069,2017,28
05071,2017,19
05073,2017,9
05075,2017,24
05077,2017,18
05079,2017,13
05081,2017,10
05083,2017,18
05085,2017,26
05087,2017,16
05089,2017,27
05091,2017,14
05093,2017,32
05095,2017,15
05097,2017,23
05099,2017,13
05101,2017,18
05103,2017,15
05105,2017,19
05107,2017,19
05109,2017,17
05111,2017,24
05113,2017,15
05115,2017,22
05117,2017,15
05119,2017,75
05121,2017,24
05123,2017,20
05125,2017,27
05127,2017,21
05129,2017,17
05131,2017,38
05133,2017,10
05135,2017,29
05137,2017,18
05139,2017,16
05141,2017,29
05143,2017,42
05145,2017,29
05147,2017,14
05149,2017,20
06001,2017,123
06003,2017,2
06005,2017,28
06007,2017,10
06009,2017,6
06011,2017,5
06013,2017,121
06015,2017,7
06017,2017,42
06019,2017,98
06023,2017,29
06025,2017,19
06027,2017,4
06029,2017,124
06031,2017,33
06033,2017,3
06035,2017,10
06037,2017,408
06039,2017,47
06041,2017,49
06043,2017,21
06045,2017,14
06047,2017,29
06049,2017,2
06051,2017,1
06053,2017,21
06055,2017,31
06057,2017,21
06059,2017,291
06061,2017,74
06063,2017,5
06065,2017,290
06067,2017,128
06069,2017,7
06071,2017,252
06073,2017,264
06075,2017,99
06077,2017,90
06079,2017,36
06081,2017,82
06083,2017,62
06085,2017,162
06087,2017,33
06089,2017,16
06093,2017,8
06095,2017,69
06097,2017,85
06099,2017,100
06101,2017,24
06103,2017,4
06105,2017,2
06107,2017,66
06109,2017,2
06111,2017,116
06113,2017,44
06115,2017,19
08001,2017,82
08003,2017,21
08005,2017,85
08007,2017,16
08011,2017,17
08013,2017,78
08014,2017,48
08015,2017,25
08017,2017,11
08019,2017,27
08021,2017,17
08023,2017,22
08025,2017,18
08027,2017,20
08029,2017,25
08031,2017,105
08033,2017,12
08035,2017,88
08037,2017,15
08039,2017,29
08041,2017,128
08043,2017,47
08045,2017,25
08047,2017,21
08049,2017,24
08051,2017,13
08053,2017,11
08055,2017,22
08057,2017,12
08059,2017,99
08061,2017,11
08063,2017,12
08065,2017,12
08067,2017,18
08069,2017,71
08071,2017,23
08073,2017,11
08075,2017,15
08077,2017,40
08079,2017,14
08081,2017,14
08083,2017,15
08085,2017,22
08087,2017,20
08089,2017,20
08091,2017,15
08093,2017,27
08095,2017,13
08097,2017,14
08099,2017,16
08101,2017,66
08103,2017,11
08105,2017,18
08107,2017,14
08109,2017,17
08111,2017,11
08113,2017,15
08115,2017,12
08117,2017,22
08119,2017,38
08121,2017,11
08123,2017,76
08125,2017,14
09001,2017,83
09003,2017,84
09005,2017,42
09007,2017,45
09009,2017,83
09011,2017,49
09013,2017,48
09015,2017,43
10001,2017,33
10003,2017,70
10005,2017,44
11001,2017,62
12001,2017,78
12003,2017,23
12005,2017,83
12007,2017,20
12009,2017,211
12011,2017,327
12013,2017,18
12015,2017,161
12017,2017,150
12019,2017,95
12021,2017,150
12023,2017,49
12027,2017,31
12029,2017,14
12031,2017,191
12033,2017,80
12035,2017,98
12037,2017,21
12039,2017,26
12041,2017,17
12043,2017,38
12045,2017,18
12047,2017,13
12049,2017,37
12051,2017,29
12053,2017,151
12055,2017,109
12057,2017,270
12059,2017,24
12061,2017,105
12063,2017,21
12065,2017,19
12067,2017,9
12069,2017,191
12071,2017,267
12073,2017,58
12075,2017,33
12077,2017,19
12079,2017,16
12081,2017,206
12083,2017,210
12085,2017,120
12086,2017,278
12087,2017,41
12089,2017,42
12091,2017,69
12093,2017,53
12095,2017,253
12097,2017,183
12099,2017,279
12101,2017,260
12103,2017,300
12105,2017,273
12107,2017,61
12109,2017,107
12111,2017,183
12113,2017,75
12115,2017,219
12117,2017,174
12119,2017,123
12121,2017,24
12123,2017,18
12125,2017,15
12127,2017,235
12129,2017,26
12131,2017,44
12133,2017,23
13001,2017,13
13003,2017,10
13005,2017,8
13007,2017,17
13009,2017,29
13011,2017,21
13013,2017,52
13015,2017,23
13017,2017,7
13019,2017,13
13021,2017,45
13023,2017,19
13025,2017,13
13027,2017,10
13029,2017,35
13031,2017,21
13033,2017,17
13035,2017,29
13037,2017,13
13039,2017,23
13043,2017,11
13045,2017,29
13047,2017,20
13049,2017,12
13051,2017,79
13053,2017,24
13055,2017,14
13057,2017,83
13059,2017,29
13061,2017,10
13063,2017,77
13065,2017,18
13067,2017,103
13069,2017,14
13071,2017,12
13073,2017,39
13075,2017,12
13077,2017,42
13079,2017,23
13081,2017,15
13083,2017,14
13085,2017,25
13087,2017,19
13089,2017,105
13091,2017,22
13093,2017,17
13095,2017,21
13097,2017,45
13099,2017,9
13101,2017,7
13103,2017,20
13105,2017,15
13107,2017,12
13109,2017,13
13111,2017,22
13113,2017,47
13115,2017,26
13117,2017,71
13119,2017,22
13121,2017,118
13123,2017,21
13125,2017,11
13127,2017,32
13129,2017,17
13131,2017,14
13133,2017,26
13135,2017,134
13137,2017,22
13139,2017,35
13141,2017,22
13143,2017,16
13145,2017,33
13147,2017,23
13149,2017,24
13151,2017,71
13153,2017,35
13155,2017,14
13157,2017,21
13159,2017,23
13161,2017,10
13163,2017,13
13165,2017,11
13167,2017,13
13169,2017,27
13171,2017,20
13173,2017,11
13175,2017,23
13177,2017,13
13179,2017,32
13181,2017,11
13183,2017,12
13185,2017,30
13187,2017,30
13189,2017,24
13191,2017,26
13193,2017,20
13195,2017,25
13197,2017,14
13199,2017,32
13201,2017,8
13205,2017,11
13207,2017,27
13209,2017,11
13211,2017,28
13213,2017,14
13215,2017,55
13217,2017,51
13219,2017,24
13221,2017,21
13223,2017,52
13225,2017,26
13227,2017,28
13229,2017,12
13231,2017,25
13233,2017,22
13235,2017,17
13237,2017,26
13239,2017,10
13241,2017,25
13243,2017,9
13245,2017,45
13247,2017,55
13249,2017,18
13251,2017,19
13253,2017,11
13255,2017,29
13257,2017,26
13259,2017,16
13261,2017,14
13263,2017,29
13265,2017,21
13267,2017,15
13269,2017,18
13271,2017,9
13273,2017,12
13275,2017,16
13277,2017,17
13279,2017,12
13281,2017,19
13283,2017,10
13285,2017,23
13287,2017,12
13289,2017,27
13291,2017,23
13293,2017,22
13295,2017,18
13297,2017,39
13299,2017,16
13301,2017,13
13303,2017,15
13305,2017,15
13307,2017,10
13309,2017,8
13311,2017,33
13313,2017,15
13315,2017,17
13317,2017,15
13319,2017,15
13321,2017,13
15001,2017,45
15003,2017,67
15005,2017,5
15007,2017,16
15009,2017,36
16001,2017,68
16003,2017,6
16005,2017,28
16007,2017,1
16009,2017,3
16011,2017,18
16013,2017,14
16015,2017,20
16017,2017,26
16019,2017,24
16021,2017,15
16025,2017,3
16027,2017,43
16029,2017,2
16031,2017,15
16033,2017,6
16035,2017,3
16037,2017,5
16039,2017,17
16041,2017,4
16043,2017,11
16045,2017,23
16047,2017,6
16049,2017,9
16051,2017,13
16053,2017,8
16055,2017,42
16057,2017,7
16059,2017,4
16063,2017,4
16065,2017,13
16067,2017,16
16069,2017,12
16071,2017,1
16073,2017,18
16075,2017,21
16077,2017,11
16079,2017,7
16081,2017,6
16083,2017,21
16085,2017,10
16087,2017,8
17001,2017,26
17003,2017,3
17005,2017,11
17007,2017,35
17009,2017,20
17011,2017,19
17013,2017,5
17015,2017,10
17017,2017,19
17019,2017,34
17021,2017,20
17023,2017,21
17025,2017,3
17027,2017,12
17029,2017,21
17031,2017,212
17033,2017,17
17035,2017,17
17037,2017,27
17039,2017,19
17041,2017,24
17043,2017,88
17045,2017,21
17047,2017,4
17049,2017,17
17051,2017,5
17053,2017,18
17055,2017,17
17057,2017,22
17059,2017,4
17061,2017,8
17063,2017,10
17065,2017,3
17067,2017,20
17069,2017,5
17071,2017,6
17073,2017,24
17075,2017,18
17077,2017,14
17079,2017,20
17081,2017,6
17083,2017,10
17085,2017,15
17087,2017,16
17089,2017,81
17091,2017,42
17093,2017,28
17095,2017,31
17097,2017,63
17099,2017,28
17101,2017,5
17103,2017,15
17105,2017,21
17107,2017,21
17109,2017,17
17111,2017,48
17113,2017,33
17115,2017,28
17117,2017,23
17119,2017,43
17121,2017,4
17123,2017,20
17125,2017,20
17127,2017,5
17129,2017,22
17131,2017,20
17133,2017,18
17135,2017,21
17137,2017,20
17139,2017,20
17141,2017,19
17143,2017,45
17145,2017,16
17147,2017,20
17149,2017,20
17151,2017,7
17153,2017,2
17155,2017,18
17157,2017,12
17159,2017,18
17161,2017,43
17163,2017,50
17165,2017,16
17167,2017,36
17169,2017,18
17171,2017,17
17173,2017,5
17175,2017,21
17177,2017,18
17179,2017,40
17181,2017,7
17183,2017,34
17185,2017,6
17187,2017,7
17189,2017,7
17191,2017,6
17193,2017,5
17195,2017,12
17197,2017,90
17199,2017,18
17201,2017,55
17203,2017,22
18001,2017,20
18003,2017,60
18005,2017,20
18007,2017,11
18009,2017,15
18011,2017,29
18013,2017,24
18015,2017,19
18017,2017,18
18019,2017,26
18021,2017,16
18023,2017,16
18025,2017,11
18027,2017,8
18029,2017,11
18031,2017,20
18033,2017,21
18035,2017,23
18037,2017,10
18039,2017,38
18041,2017,18
18043,2017,20
18045,2017,29
18047,2017,8
18049,2017,11
18051,2017,19
18053,2017,17
18055,2017,13
18057,2017,61
18059,2017,31
18061,2017,15
18063,2017,36
18065,2017,19
18067,2017,27
18069,2017,24
18071,2017,19
18073,2017,11
18075,2017,14
18077,2017,13
18079,2017,17
18081,2017,36
18083,2017,12
18085,2017,18
18087,2017,20
18089,2017,55
18091,2017,29
18093,2017,18
18095,2017,39
18097,2017,93
18099,2017,23
18101,2017,11
18103,2017,20
18105,2017,25
18107,2017,22
18109,2017,27
18111,2017,9
18113,2017,23
18115,2017,6
18117,2017,15
18119,2017,20
18121,2017,14
18123,2017,9
18125,2017,8
18127,2017,28
18129,2017,16
18131,2017,14
18133,2017,20
18135,2017,19
18137,2017,9
18139,2017,14
18141,2017,46
18143,2017,13
18145,2017,22
18147,2017,11
18149,2017,19
18151,2017,18
18153,2017,10
18155,2017,5
18157,2017,27
18159,2017,13
18161,2017,18
18163,2017,32
18165,2017,22
18167,2017,25
18169,2017,18
18171,2017,28
18173,2017,21
18175,2017,9
18177,2017,11
18179,2017,30
18181,2017,14
18183,2017,24
19001,2017,6
19003,2017,3
19005,2017,12
19007,2017,7
19009,2017,4
19011,2017,12
19013,2017,16
19015,2017,12
19017,2017,8
19019,2017,9
19021,2017,6
19023,2017,9
19025,2017,7
19027,2017,10
19029,2017,5
19031,2017,13
19033,2017,7
19035,2017,8
19037,2017,6
19039,2017,5
19041,2017,3
19043,2017,17
19045,2017,16
19047,2017,4
19049,2017,16
19051,2017,6
19053,2017,4
19055,2017,13
19057,2017,5
19059,2017,7
19061,2017,14
19063,2017,5
19065,2017,11
19067,2017,7
19069,2017,3
19071,2017,5
19073,2017,8
19075,2017,8
19077,2017,6
19079,2017,8
19081,2017,2
19083,2017,11
19085,2017,10
19087,2017,9
19089,2017,3
19091,2017,6
19093,2017,9
19095,2017,8
19097,2017,12
19099,2017,13
19101,2017,8
19103,2017,16
19105,2017,14
19107,2017,8
19109,2017,5
19111,2017,7
19113,2017,22
19115,2017,7
19117,2017,9
19119,2017,6
19121,2017,11
19123,2017,8
19125,2017,10
19127,2017,13
19129,2017,8
19131,2017,1
19133,2017,8
19135,2017,7
19137,2017,3
19139,2017,12
19141,2017,4
19143,2017,4
19145,2017,4
19147,2017,3
19149,2017,11
19151,2017,4
19153,2017,40
19155,2017,22
19157,2017,8
19159,2017,4
19161,2017,7
19163,2017,28
19165,2017,3
19167,2017,10
19169,2017,15
19171,2017,10
19173,2017,2
19175,2017,7
19177,2017,7
19179,2017,9
19181,2017,16
19183,2017,9
19185,2017,9
19187,2017,12
19189,2017,3
19191,2017,4
19193,2017,16
19195,2017,4
19197,2017,6
20001,2017,11
20003,2017,9
20005,2017,7
20007,2017,6
20009,2017,8
20011,2017,12
20013,2017,4
20015,2017,17
20017,2017,6
20019,2017,4
20021,2017,12
20023,2017,6
20025,2017,4
20027,2017,6
20029,2017,7
20031,2017,7
20033,2017,3
20035,2017,8
20037,2017,14
20039,2017,6
20041,2017,9
20043,2017,4
20045,2017,25
20047,2017,4
20049,2017,6
20051,2017,9
20053,2017,5
20055,2017,6
20057,2017,6
20059,2017,8
20061,2017,12
20063,2017,4
20065,2017,6
20067,2017,5
20069,2017,4
20071,2017,3
20073,2017,4
20075,2017,3
20077,2017,5
20079,2017,19
20081,2017,3
20083,2017,4
20085,2017,10
20087,2017,13
20089,2017,5
20091,2017,80
20093,2017,4
20095,2017,4
20097,2017,3
20099,2017,11
20101,2017,6
20103,2017,28
20105,2017,5
20107,2017,10
20109,2017,7
20111,2017,12
20113,2017,10
20115,2017,6
20117,2017,9
20119,2017,4
20121,2017,17
20123,2017,5
20125,2017,8
20127,2017,2
20129,2017,6
20131,2017,8
20133,2017,8
20135,2017,4
20137,2017,5
20139,2017,10
20141,2017,4
20143,2017,4
20145,2017,4
20147,2017,7
20149,2017,10
20151,2017,5
20153,2017,6
20155,2017,11
20157,2017,7
20159,2017,6
20161,2017,14
20163,2017,6
20165,2017,4
20167,2017,4
20169,2017,12
20171,2017,6
20173,2017,63
20175,2017,6
20177,2017,34
20179,2017,5
20181,2017,3
20183,2017,4
20185,2017,4
20187,2017,3
20189,2017,6
20191,2017,9
20193,2017,6
20195,2017,4
20197,2017,6
20199,2017,3
20201,2017,6
20203,2017,4
20205,2017,9
20207,2017,4
20209,2017,36
21001,2017,7
21003,2017,10
21005,2017,14
21007,2017,4
21009,2017,11
21011,2017,16
21013,2017,9
21015,2017,49
21017,2017,21
21019,2017,17
21021,2017,12
21023,2017,11
21025,2017,9
21027,2017,9
21029,2017,22
21031,2017,10
21033,2017,8
21035,2017,15
21037,2017,38
21039,2017,5
21041,2017,13
21043,2017,14
21045,2017,8
21047,2017,18
21049,2017,24
21051,2017,11
21053,2017,5
21055,2017,9
21057,2017,8
21059,2017,15
21061,2017,6
21063,2017,5
21065,2017,15
21067,2017,54
21069,2017,10
21071,2017,8
21073,2017,19
21075,2017,7
21077,2017,15
21079,2017,15
21081,2017,20
21083,2017,8
21085,2017,10
21087,2017,5
21089,2017,14
21091,2017,3
21093,2017,25
21095,2017,9
21097,2017,12
21099,2017,9
21101,2017,18
21103,2017,16
21105,2017,5
21107,2017,12
21109,2017,14
21111,2017,74
21113,2017,30
21115,2017,10
21117,2017,44
21119,2017,8
21121,2017,10
21123,2017,10
21125,2017,9
21127,2017,12
21129,2017,9
21131,2017,8
21133,2017,6
21135,2017,8
21137,2017,12
21139,2017,8
21141,2017,10
21143,2017,8
21145,2017,20
21147,2017,8
21149,2017,10
21151,2017,29
21153,2017,5
21155,2017,4
21157,2017,10
21159,2017,6
21161,2017,9
21163,2017,17
21165,2017,14
21167,2017,16
21169,2017,5
21171,2017,9
21173,2017,16
21175,2017,6
21177,2017,11
21179,2017,27
21181,2017,13
21183,2017,9
21185,2017,19
21187,2017,17
21189,2017,9
21191,2017,19
21193,2017,9
21195,2017,10
21197,2017,11
21199,2017,20
21201,2017,10
21203,2017,13
21205,2017,6
21207,2017,5
21209,2017,23
21211,2017,18
21213,2017,10
21215,2017,15
21217,2017,6
21219,2017,11
21221,2017,11
21223,2017,13
21225,2017,12
21227,2017,18
21229,2017,13
21231,2017,14
21233,2017,14
21235,2017,12
21237,2017,10
21239,2017,26
22001,2017,23
22003,2017,11
22005,2017,29
22007,2017,15
22009,2017,14
22011,2017,16
22013,2017,12
22015,2017,28
22017,2017,36
22019,2017,37
22021,2017,13
22023,2017,16
22025,2017,12
22027,2017,13
22029,2017,11
22031,2017,15
22033,2017,66
22035,2017,11
22037,2017,20
22039,2017,15
22041,2017,15
22043,2017,20
22045,2017,23
22047,2017,22
22049,2017,13
22051,2017,75
22053,2017,13
22055,2017,40
22057,2017,25
22059,2017,11
22061,2017,18
22063,2017,42
22065,2017,13
22067,2017,16
22069,2017,12
22071,2017,72
22073,2017,27
22075,2017,21
22077,2017,17
22079,2017,36
22081,2017,11
22083,2017,14
22085,2017,14
22087,2017,18
22089,2017,25
22091,2017,20
22093,2017,18
22095,2017,26
22097,2017,26
22099,2017,28
22101,2017,13
22103,2017,53
22105,2017,28
22107,2017,14
22109,2017,26
22111,2017,16
22113,2017,21
22115,2017,11
22117,2017,23
22119,2017,17
22121,2017,21
22123,2017,11
22125,2017,16
22127,2017,12
23001,2017,34
23003,2017,19
23005,2017,49
23007,2017,21
23009,2017,19
23011,2017,35
23013,2017,25
23015,2017,20
23017,2017,27
23019,2017,33
23021,2017,16
23023,2017,21
23025,2017,16
23027,2017,21
23029,2017,11
23031,2017,50
24001,2017,11
24003,2017,76
24005,2017,74
24009,2017,23
24011,2017,7
24013,2017,36
24015,2017,23
24017,2017,34
24019,2017,13
24021,2017,45
24023,2017,4
24025,2017,37
24027,2017,45
24029,2017,7
24031,2017,87
24033,2017,77
24035,2017,14
24037,2017,12
24039,2017,7
24041,2017,13
24043,2017,22
24045,2017,15
24047,2017,12
24510,2017,66
25001,2017,51
25003,2017,27
25005,2017,78
25007,2017,6
25009,2017,91
25011,2017,33
25013,2017,74
25015,2017,49
25017,2017,121
25019,2017,4
25021,2017,73
25023,2017,68
25025,2017,86
25027,2017,99
26001,2017,20
26003,2017,12
26005,2017,43
26007,2017,20
26009,2017,30
26011,2017,34
26013,2017,10
26015,2017,34
26017,2017,39
26019,2017,24
26021,2017,43
26023,2017,34
26025,2017,34
26027,2017,30
26029,2017,27
26031,2017,28
26033,2017,14
26035,2017,40
26037,2017,31
26039,2017,27
26041,2017,12
26043,2017,12
26045,2017,40
26047,2017,33
26049,2017,71
26051,2017,30
26053,2017,11
26055,2017,42
26057,2017,39
26059,2017,38
26061,2017,14
26063,2017,32
26065,2017,45
26067,2017,27
26069,2017,33
26071,2017,11
26073,2017,24
26075,2017,40
26077,2017,55
26079,2017,27
26081,2017,75
26083,2017,11
26085,2017,28
26087,2017,39
26089,2017,33
26091,2017,39
26093,2017,46
26095,2017,18
26097,2017,19
26099,2017,86
26101,2017,26
26103,2017,20
26105,2017,25
26107,2017,28
26109,2017,14
26111,2017,40
